id_catégorie_arme1;id_catégorie_arme2;id_catégorie_arme3;id_catégorie_arme4
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
16;0;0;0
